player2,round,player1,gender,file,tournament,date
Diane Parry,R32,Aurora Zantedeschi,W,20230717-W-Palermo-R32-Aurora_Zantedeschi-Diane_Parry.html,Palermo,2023-07-17
Qinwen Zheng,R16,Diane Parry,W,20230719-W-Palermo-R16-Diane_Parry-Qinwen_Zheng.html,Palermo,2023-07-19
Suzan Lamens,SF,Diane Parry,W,20241020-W-Osaka-SF-Diane_Parry-Suzan_Lamens.html,Osaka,2024-10-20
Solana Sierra,R32,Leonie Kung,W,20220518-W-ITF_Platja-R32-Leonie_Kung-Solana_Sierra.html,ITF Platja,2022-05-18
Solana Sierra,F,Lucie Havlickova,W,20220604-W-Roland_Garros_Juniors-F-Lucie_Havlickova-Solana_Sierra.html,Roland Garros Juniors,2022-06-04
Solana Sierra,R32,Nadia Podoroska,W,20221116-W-Buenos_Aires-R32-Nadia_Podoroska-Solana_Sierra.html,Buenos Aires,2022-11-16
Solana Sierra,F,Martina Capurro Taborda,W,20231008-W-ITF_Mendoza-F-Martina_Capurro_Taborda-Solana_Sierra.html,ITF Mendoza,2023-10-08
Solana Sierra,Q1,Lucija Ciric Bagaric,W,20250106-W-Australian_Open-Q1-Lucija_Ciric_Bagaric-Solana_Sierra.html,Australian Open,2025-01-06
Solana Sierra,Q3,Xiyu Wang,W,20250523-W-Roland_Garros-Q3-Xiyu_Wang-Solana_Sierra.html,Roland Garros,2025-05-23
Katie Boulter,R64,Solana Sierra,W,20250702-W-Wimbledon-R64-Solana_Sierra-Katie_Boulter.html,Wimbledon,2025-07-02
Nauhany Vitoria Leme Da Silva,R16,Solana Sierra,W,20250910-W-Sao_Paulo-R16-Solana_Sierra-Nauhany_Vitoria_Leme_Da_Silva.html,Sao Paulo,2025-09-10
Solana Sierra,QF,Francesca Jones,W,20250912-W-Sao_Paulo-QF-Francesca_Jones-Solana_Sierra.html,Sao Paulo,2025-09-12
Solana Sierra,R32,Dalila Spiteri,W,20251006-W-Mallorca-R32-Dalila_Spiteri-Solana_Sierra.html,Mallorca,2025-10-06
Solana Sierra,SF,Andrea Lazaro Garcia,W,20251011-W-Mallorca-SF-Andrea_Lazaro_Garcia-Solana_Sierra.html,Mallorca,2025-10-11
Moyuka Uchijima,R128,Solana Sierra,W,20260119-W-Australian_Open-R128-Solana_Sierra-Moyuka_Uchijima.html,Australian Open,2026-01-19
Solana Sierra,QF,Lanlana Tararudee,W,20260129-W-Manila-QF-Lanlana_Tararudee-Solana_Sierra.html,Manila,2026-01-29
Karolina Pliskova,R64,Solana Sierra,W,20260208-W-Doha-R64-Solana_Sierra-Karolina_Pliskova.html,Doha,2026-02-08
Solana Sierra,R128,Peyton Stearns,W,20260306-W-Indian_Wells-R128-Peyton_Stearns-Solana_Sierra.html,Indian Wells,2026-03-06
Zeynep Sonmez,R32,Solana Sierra,W,20260426-W-Madrid-R32-Solana_Sierra-Zeynep_Sonmez.html,Madrid,2026-04-26
Celine Naef,Q1,Yuliia Starodubtseva,W,20230822-W-US_Open-Q1-Yuliia_Starodubtseva-Celine_Naef.html,US Open,2023-08-22
Yuliia Starodubtseva,R64,Lulu Sun,W,20240703-W-Wimbledon-R64-Lulu_Sun-Yuliia_Starodubtseva.html,Wimbledon,2024-07-03
Brenda Fruhvirtova,Q1,Antonia Ruzic,W,20230523-W-Roland_Garros-Q1-Antonia_Ruzic-Brenda_Fruhvirtova.html,Roland Garros,2023-05-23
Amarissa Kiara Toth,QF,Antonia Ruzic,W,20241122-W-ITF_Trnava-QF-Antonia_Ruzic-Amarissa_Kiara_Toth.html,ITF Trnava,2024-11-22
Tyra Caterina Grant,R128,Antonia Ruzic,W,20250507-W-Rome-R128-Antonia_Ruzic-Tyra_Caterina_Grant.html,Rome,2025-05-07
Anastasia Zakharova,R32,Antonia Ruzic,W,20260217-W-Dubai-R32-Antonia_Ruzic-Anastasia_Zakharova.html,Dubai,2026-02-17
Qinwen Zheng,R64,Antonia Ruzic,W,20260307-W-Indian_Wells-R64-Antonia_Ruzic-Qinwen_Zheng.html,Indian Wells,2026-03-07
Caty Mcnally,SF,Rebecca Peterson,W,20190202-W-ITF_Midland-SF-Rebecca_Peterson-Caty_Mcnally.html,ITF Midland,2019-02-02
Bernarda Pera,R128,Caty Mcnally,W,20190306-W-Indian_Wells-R128-Caty_Mcnally-Bernarda_Pera.html,Indian Wells,2019-03-06
Caty Mcnally,R16,Christina Mchale,W,20190801-W-Washington-R16-Christina_Mchale-Caty_Mcnally.html,Washington,2019-08-01
Caty Mcnally,QF,Su Wei Hsieh,W,20190802-W-Washington-QF-Su_Wei_Hsieh-Caty_Mcnally.html,Washington,2019-08-02
Caty Mcnally,F,Darja Vidmanova,W,20250727-W-ITF_Evansville-F-Darja_Vidmanova-Caty_Mcnally.html,ITF Evansville,2025-07-27
Lulu Sun,QF,Caty Mcnally,W,20251024-W-Guangzhou-QF-Caty_Mcnally-Lulu_Sun.html,Guangzhou,2025-10-24
Magda Linette,SF,Shahar Peer,W,20130726-W-Baku-SF-Shahar_Peer-Magda_Linette.html,Baku,2013-07-26
Magda Linette,R16,Camila Giorgi,W,20150409-W-Katowice-R16-Camila_Giorgi-Magda_Linette.html,Katowice,2015-04-09
Magda Linette,F,Yanina Wickmayer,W,20150920-W-Tokyo-F-Yanina_Wickmayer-Magda_Linette.html,Tokyo,2015-09-20
Victoria Azarenka,R32,Magda Linette,W,20160327-W-Miami-R32-Magda_Linette-Victoria_Azarenka.html,Miami,2016-03-27
Anastasiya Shoshyna,R32,Magda Linette,W,20160405-W-Katowice-R32-Magda_Linette-Anastasiya_Shoshyna.html,Katowice,2016-04-05
Magda Linette,R64,Petra Kvitova,W,20160725-W-Montreal-R64-Petra_Kvitova-Magda_Linette.html,Montreal,2016-07-25
Magda Linette,F,Tamara Zidansek,W,20180610-W-Bol-F-Tamara_Zidansek-Magda_Linette.html,Bol,2018-06-10
Greet Minnen,R16,Magda Linette,W,20190109-W-Hobart-R16-Magda_Linette-Greet_Minnen.html,Hobart,2019-01-09
Magda Linette,QF,Yafan Wang,W,20190201-W-Hua_Hin-QF-Yafan_Wang-Magda_Linette.html,Hua Hin,2019-02-01
Petra Martic,R128,Magda Linette,W,20190306-W-Indian_Wells-R128-Magda_Linette-Petra_Martic.html,Indian Wells,2019-03-06
Kiki Bertens,R64,Magda Linette,W,20190308-W-Indian_Wells-R64-Magda_Linette-Kiki_Bertens.html,Indian Wells,2019-03-08
Simona Halep,R64,Magda Linette,W,20190530-W-Roland_Garros-R64-Magda_Linette-Simona_Halep.html,Roland Garros,2019-05-30
Magda Linette,R32,Petra Kvitova,W,20190706-W-Wimbledon-R32-Petra_Kvitova-Magda_Linette.html,Wimbledon,2019-07-06
Camila Giorgi,F,Magda Linette,W,20190824-W-New_York-F-Magda_Linette-Camila_Giorgi.html,New York,2019-08-24
Arantxa Rus,R128,Magda Linette,W,20200121-W-Australian_Open-R128-Magda_Linette-Arantxa_Rus.html,Australian Open,2020-01-21
Leonie Kung,F,Magda Linette,W,20200216-W-Hua_Hin-F-Magda_Linette-Leonie_Kung.html,Hua Hin,2020-02-16
Simona Halep,R64,Magda Linette,W,20210817-W-Cincinnati-R64-Magda_Linette-Simona_Halep.html,Cincinnati,2021-08-17
Ons Jabeur,R128,Magda Linette,W,20220522-W-Roland_Garros-R128-Magda_Linette-Ons_Jabeur.html,Roland Garros,2022-05-22
Magda Linette,F,Linda Fruhvirtova,W,20220918-W-Chennai-F-Linda_Fruhvirtova-Magda_Linette.html,Chennai,2022-09-18
Arianne Hartono,R32,Magda Linette,W,20220921-W-Seoul-R32-Magda_Linette-Arianne_Hartono.html,Seoul,2022-09-21
Mayar Sherif,R128,Magda Linette,W,20230118-W-Australian_Open-R128-Magda_Linette-Mayar_Sherif.html,Australian Open,2023-01-18
Magda Linette,R64,Anett Kontaveit,W,20230119-W-Australian_Open-R64-Anett_Kontaveit-Magda_Linette.html,Australian Open,2023-01-19
Caroline Garcia,R16,Magda Linette,W,20230123-W-Australian_Open-R16-Magda_Linette-Caroline_Garcia.html,Australian Open,2023-01-23
Karolina Pliskova,QF,Magda Linette,W,20230125-W-Australian_Open-QF-Magda_Linette-Karolina_Pliskova.html,Australian Open,2023-01-25
Barbora Strycova,R64,Magda Linette,W,20230706-W-Wimbledon-R64-Magda_Linette-Barbora_Strycova.html,Wimbledon,2023-07-06
Magda Linette,R64,Jennifer Brady,W,20230830-W-US_Open-R64-Jennifer_Brady-Magda_Linette.html,US Open,2023-08-30
Xiyu Wang,F,Magda Linette,W,20230923-W-Guangzhou-F-Magda_Linette-Xiyu_Wang.html,Guangzhou,2023-09-23
Sloane Stephens,F,Magda Linette,W,20240421-W-Rouen-F-Magda_Linette-Sloane_Stephens.html,Rouen,2024-04-21
Moyuka Uchijima,R64,Magda Linette,W,20240927-W-Beijing-R64-Magda_Linette-Moyuka_Uchijima.html,Beijing,2024-09-27
Daria Kasatkina,R16,Magda Linette,W,20241009-W-Wuhan-R16-Magda_Linette-Daria_Kasatkina.html,Wuhan,2024-10-09
Magda Linette,R64,Veronika Kudermetova,W,20250210-W-Doha-R64-Veronika_Kudermetova-Magda_Linette.html,Doha,2025-02-10
Peyton Stearns,R128,Magda Linette,W,20250305-W-Indian_Wells-R128-Magda_Linette-Peyton_Stearns.html,Indian Wells,2025-03-05
Magda Linette,R128,Anastasia Pavlyuchenkova,W,20250318-W-Miami-R128-Anastasia_Pavlyuchenkova-Magda_Linette.html,Miami,2025-03-18
Magda Linette,R32,Linda Fruhvirtova,W,20250322-W-Miami-R32-Linda_Fruhvirtova-Magda_Linette.html,Miami,2025-03-22
Viktorija Golubic,RR,Magda Linette,W,20250410-W-BJK_Cup_Qualifiers-RR-Magda_Linette-Viktorija_Golubic.html,BJK Cup Qualifiers,2025-04-10
Veronika Kudermetova,R16,Magda Linette,W,20250814-W-Cincinnati-R16-Magda_Linette-Veronika_Kudermetova.html,Cincinnati,2025-08-14
Magda Linette,R128,Ashlyn Krueger,W,20260305-W-Indian_Wells-R128-Ashlyn_Krueger-Magda_Linette.html,Indian Wells,2026-03-05
Magda Linette,R128,Varvara Gracheva,W,20260317-W-Miami-R128-Varvara_Gracheva-Magda_Linette.html,Miami,2026-03-17
Robin Montgomery,R128,Magda Linette,W,20260421-W-Madrid-R128-Magda_Linette-Robin_Montgomery.html,Madrid,2026-04-21
Zeynep Sonmez,QF,Magda Linette,W,20260612-W-s_Hertogenbosch-QF-Magda_Linette-Zeynep_Sonmez.html,s Hertogenbosch,2026-06-12
Nikola Bartunkova,F,Clervie Ngounoue,W,20230716-W-Wimbledon_Juniors-F-Clervie_Ngounoue-Nikola_Bartunkova.html,Wimbledon Juniors,2023-07-16
Nikola Bartunkova,R32,Nicole Fossa Huergo,W,20250908-W-Guadalajara-R32-Nicole_Fossa_Huergo-Nikola_Bartunkova.html,Guadalajara,2025-09-08
Bianca Andreescu,R64,Peyton Stearns,W,20230311-W-Indian_Wells-R64-Peyton_Stearns-Bianca_Andreescu.html,Indian Wells,2023-03-11
Kamilla Rakhimova,SF,Peyton Stearns,W,20230408-W-Bogota-SF-Peyton_Stearns-Kamilla_Rakhimova.html,Bogota,2023-04-08
Daria Kasatkina,R32,Peyton Stearns,W,20230602-W-Roland_Garros-R32-Peyton_Stearns-Daria_Kasatkina.html,Roland Garros,2023-06-02
Sloane Stephens,R32,Peyton Stearns,W,20240415-W-Rouen-R32-Peyton_Stearns-Sloane_Stephens.html,Rouen,2024-04-15
Mayar Sherif,F,Peyton Stearns,W,20240525-W-Rabat-F-Peyton_Stearns-Mayar_Sherif.html,Rabat,2024-05-25
Lucija Ciric Bagaric,R128,Peyton Stearns,W,20240528-W-Roland_Garros-R128-Peyton_Stearns-Lucija_Ciric_Bagaric.html,Roland Garros,2024-05-28
Katie Boulter,R128,Peyton Stearns,W,20250319-W-Miami-R128-Peyton_Stearns-Katie_Boulter.html,Miami,2025-03-19
Yafan Wang,R128,Peyton Stearns,W,20250807-W-Cincinnati-R128-Peyton_Stearns-Yafan_Wang.html,Cincinnati,2025-08-07
Taylor Townsend,F,Peyton Stearns,W,20260301-W-Austin-F-Peyton_Stearns-Taylor_Townsend.html,Austin,2026-03-01
Brenda Fruhvirtova,Q2,Talia Gibson,W,20240111-W-Australian_Open-Q2-Talia_Gibson-Brenda_Fruhvirtova.html,Australian Open,2024-01-11
Talia Gibson,R64,Paula Badosa,W,20250115-W-Australian_Open-R64-Paula_Badosa-Talia_Gibson.html,Australian Open,2025-01-15
Fiona Crawley,F,Talia Gibson,W,20250720-W-ITF_Granby-F-Talia_Gibson-Fiona_Crawley.html,ITF Granby,2025-07-20
Talia Gibson,R128,Anna Blinkova,W,20260118-W-Australian_Open-R128-Anna_Blinkova-Talia_Gibson.html,Australian Open,2026-01-18
Mika Stojsavljevic,RR,Talia Gibson,W,20260410-W-BJK_Cup_Qualifiers-RR-Talia_Gibson-Mika_Stojsavljevic.html,BJK Cup Qualifiers,2026-04-10
Elena Dementieva,RR,Shuai Zhang,W,20090207-W-Fed_Cup_World_Group_R1-RR-Shuai_Zhang-Elena_Dementieva.html,Fed Cup World Group R1,2009-02-07
Serena Williams,QF,Shuai Zhang,W,20140516-W-Rome-QF-Shuai_Zhang-Serena_Williams.html,Rome,2014-05-16
Shuai Zhang,R32,Caroline Wozniacki,W,20140813-W-Cincinnati-R32-Caroline_Wozniacki-Shuai_Zhang.html,Cincinnati,2014-08-13
Simona Halep,R128,Shuai Zhang,W,20160119-W-Australian_Open-R128-Shuai_Zhang-Simona_Halep.html,Australian Open,2016-01-19
Johanna Konta,QF,Shuai Zhang,W,20160126-W-Australian_Open-QF-Shuai_Zhang-Johanna_Konta.html,Australian Open,2016-01-26
Victoria Azarenka,R32,Shuai Zhang,W,20160314-W-Indian_Wells-R32-Shuai_Zhang-Victoria_Azarenka.html,Indian Wells,2016-03-14
Shuai Zhang,R64,Lesia Tsurenko,W,20160815-W-Cincinnati-R64-Lesia_Tsurenko-Shuai_Zhang.html,Cincinnati,2016-08-15
Yaroslava Shvedova,R32,Shuai Zhang,W,20160903-W-US_Open-R32-Shuai_Zhang-Yaroslava_Shvedova.html,US Open,2016-09-03
Eri Hozumi,R32,Shuai Zhang,W,20160912-W-Tokyo-R32-Shuai_Zhang-Eri_Hozumi.html,Tokyo,2016-09-12
Johanna Konta,R32,Shuai Zhang,W,20160927-W-Wuhan-R32-Shuai_Zhang-Johanna_Konta.html,Wuhan,2016-09-27
Simona Halep,R16,Shuai Zhang,W,20161006-W-Beijing-R16-Shuai_Zhang-Simona_Halep.html,Beijing,2016-10-06
Dalma Galfi,F,Shuai Zhang,W,20161113-W-ITF_Tokyo-F-Shuai_Zhang-Dalma_Galfi.html,ITF Tokyo,2016-11-13
Catherine Cartan Bellis,F,Shuai Zhang,W,20161127-W-Honolulu-F-Shuai_Zhang-Catherine_Cartan_Bellis.html,Honolulu,2016-11-27
Aleksandra Krunic,F,Shuai Zhang,W,20170923-W-Guangzhou-F-Shuai_Zhang-Aleksandra_Krunic.html,Guangzhou,2017-09-23
Angelique Kerber,R16,Shuai Zhang,W,20181004-W-Beijing-R16-Shuai_Zhang-Angelique_Kerber.html,Beijing,2018-10-04
Garbine Muguruza,RR,Shuai Zhang,W,20181031-W-Zhuhai-RR-Shuai_Zhang-Garbine_Muguruza.html,Zhuhai,2018-10-31
Caroline Wozniacki,R32,Shuai Zhang,W,20190705-W-Wimbledon-R32-Shuai_Zhang-Caroline_Wozniacki.html,Wimbledon,2019-07-05
Simona Halep,QF,Shuai Zhang,W,20190709-W-Wimbledon-QF-Shuai_Zhang-Simona_Halep.html,Wimbledon,2019-07-09
Carla Suarez Navarro,R64,Shuai Zhang,W,20200224-W-Doha-R64-Shuai_Zhang-Carla_Suarez_Navarro.html,Doha,2020-02-24
Johanna Konta,F,Shuai Zhang,W,20210613-W-Nottingham-F-Shuai_Zhang-Johanna_Konta.html,Nottingham,2021-06-13
Clara Burel,R32,Shuai Zhang,W,20220105-W-Melbourne-R32-Shuai_Zhang-Clara_Burel.html,Melbourne,2022-01-05
Daria Saville,R64,Shuai Zhang,W,20220310-W-Indian_Wells-R64-Shuai_Zhang-Daria_Saville.html,Indian Wells,2022-03-10
Simona Halep,R64,Shuai Zhang,W,20220428-W-Madrid-R64-Shuai_Zhang-Simona_Halep.html,Madrid,2022-04-28
Beatriz Haddad Maia,F,Shuai Zhang,W,20220619-W-Birmingham-F-Shuai_Zhang-Beatriz_Haddad_Maia.html,Birmingham,2022-06-19
Simona Halep,R32,Shuai Zhang,W,20220810-W-Toronto-R32-Shuai_Zhang-Simona_Halep.html,Toronto,2022-08-10
Petra Martic,QF,Shuai Zhang,W,20220922-W-Tokyo-QF-Shuai_Zhang-Petra_Martic.html,Tokyo,2022-09-22
Ashlyn Krueger,R128,Shuai Zhang,W,20240827-W-US_Open-R128-Shuai_Zhang-Ashlyn_Krueger.html,US Open,2024-08-27
Quirine Lemoine,F,Panna Udvardy,W,20210704-W-ITF_The_Hague-F-Panna_Udvardy-Quirine_Lemoine.html,ITF The Hague,2021-07-04
Panna Udvardy,F,Elina Avanesyan,W,20211128-W-ITF_Brasilia-F-Elina_Avanesyan-Panna_Udvardy.html,ITF Brasilia,2021-11-28
Fernanda Contreras Gomez,R128,Panna Udvardy,W,20220524-W-Roland_Garros-R128-Panna_Udvardy-Fernanda_Contreras_Gomez.html,Roland Garros,2022-05-24
Panna Udvardy,R128,Iryna Shymanovich,W,20230528-W-Roland_Garros-R128-Iryna_Shymanovich-Panna_Udvardy.html,Roland Garros,2023-05-28
Panna Udvardy,R32,Anna Sinclair Rogers,W,20250908-W-Sao_Paulo-R32-Anna_Sinclair_Rogers-Panna_Udvardy.html,Sao Paulo,2025-09-08
Panna Udvardy,R16,Ana Candiotto,W,20250911-W-Sao_Paulo-R16-Ana_Candiotto-Panna_Udvardy.html,Sao Paulo,2025-09-11
Antonia Vergara Rivera,R32,Panna Udvardy,W,20251028-W-Cali-R32-Panna_Udvardy-Antonia_Vergara_Rivera.html,Cali,2025-10-28
Garbine Muguruza,R32,Daria Kasatkina,W,20150428-W-Marrakech-R32-Daria_Kasatkina-Garbine_Muguruza.html,Marrakech,2015-04-28
Daria Kasatkina,R32,Kristina Mladenovic,W,20150904-W-US_Open-R32-Kristina_Mladenovic-Daria_Kasatkina.html,US Open,2015-09-04
Daria Kasatkina,R32,Paula Kania,W,20151020-W-Moscow-R32-Paula_Kania-Daria_Kasatkina.html,Moscow,2015-10-20
Irina Camelia Begu,R16,Daria Kasatkina,W,20151022-W-Moscow-R16-Daria_Kasatkina-Irina_Camelia_Begu.html,Moscow,2015-10-22
Daria Kasatkina,R32,Venus Williams,W,20160105-W-Auckland-R32-Venus_Williams-Daria_Kasatkina.html,Auckland,2016-01-05
Daria Kasatkina,R64,Ana Konjuh,W,20160120-W-Australian_Open-R64-Ana_Konjuh-Daria_Kasatkina.html,Australian Open,2016-01-20
Daria Kasatkina,R32,Serena Williams,W,20160122-W-Australian_Open-R32-Serena_Williams-Daria_Kasatkina.html,Australian Open,2016-01-22
Daria Kasatkina,R64,Anna Lena Friedsam,W,20160312-W-Indian_Wells-R64-Anna_Lena_Friedsam-Daria_Kasatkina.html,Indian Wells,2016-03-12
Timea Bacsinszky,R16,Daria Kasatkina,W,20160315-W-Indian_Wells-R16-Daria_Kasatkina-Timea_Bacsinszky.html,Indian Wells,2016-03-15
Simona Halep,R64,Daria Kasatkina,W,20160324-W-Miami-R64-Daria_Kasatkina-Simona_Halep.html,Miami,2016-03-24
Roberta Vinci,R16,Daria Kasatkina,W,20160728-W-Montreal-R16-Daria_Kasatkina-Roberta_Vinci.html,Montreal,2016-07-28
Angelique Kerber,R16,Daria Kasatkina,W,20170110-W-Sydney-R16-Daria_Kasatkina-Angelique_Kerber.html,Sydney,2017-01-10
Kristyna Pliskova,R64,Daria Kasatkina,W,20170310-W-Indian_Wells-R64-Daria_Kasatkina-Kristyna_Pliskova.html,Indian Wells,2017-03-10
Elena Vesnina,R32,Daria Kasatkina,W,20170426-W-Stuttgart-R32-Daria_Kasatkina-Elena_Vesnina.html,Stuttgart,2017-04-26
Simona Halep,R32,Daria Kasatkina,W,20170603-W-Roland_Garros-R32-Daria_Kasatkina-Simona_Halep.html,Roland Garros,2017-06-03
Daria Kasatkina,R16,Kaia Kanepi,W,20170904-W-US_Open-R16-Kaia_Kanepi-Daria_Kasatkina.html,US Open,2017-09-04
Simona Halep,R32,Daria Kasatkina,W,20170926-W-Wuhan-R32-Daria_Kasatkina-Simona_Halep.html,Wuhan,2017-09-26
Daria Kasatkina,R64,Natalia Vikhlyantseva,W,20170930-W-Beijing-R64-Natalia_Vikhlyantseva-Daria_Kasatkina.html,Beijing,2017-09-30
Simona Halep,QF,Daria Kasatkina,W,20171006-W-Beijing-QF-Daria_Kasatkina-Simona_Halep.html,Beijing,2017-10-06
Johanna Konta,R16,Daria Kasatkina,W,20180221-W-Dubai-R16-Daria_Kasatkina-Johanna_Konta.html,Dubai,2018-02-21
Daria Kasatkina,SF,Garbine Muguruza,W,20180223-W-Dubai-SF-Garbine_Muguruza-Daria_Kasatkina.html,Dubai,2018-02-23
Daria Kasatkina,QF,Angelique Kerber,W,20180315-W-Indian_Wells-QF-Angelique_Kerber-Daria_Kasatkina.html,Indian Wells,2018-03-15
Daria Kasatkina,SF,Venus Williams,W,20180317-W-Indian_Wells-SF-Venus_Williams-Daria_Kasatkina.html,Indian Wells,2018-03-17
Daria Kasatkina,R16,Caroline Wozniacki,W,20180603-W-Roland_Garros-R16-Caroline_Wozniacki-Daria_Kasatkina.html,Roland Garros,2018-06-03
Daria Kasatkina,QF,Sloane Stephens,W,20180605-W-Roland_Garros-QF-Sloane_Stephens-Daria_Kasatkina.html,Roland Garros,2018-06-05
Daria Kasatkina,R64,Yulia Putintseva,W,20180705-W-Wimbledon-R64-Yulia_Putintseva-Daria_Kasatkina.html,Wimbledon,2018-07-05
Daria Kasatkina,QF,Angelique Kerber,W,20180710-W-Wimbledon-QF-Angelique_Kerber-Daria_Kasatkina.html,Wimbledon,2018-07-10
Daria Kasatkina,R32,Xiyu Wang,W,20180925-W-Wuhan-R32-Xiyu_Wang-Daria_Kasatkina.html,Wuhan,2018-09-25
Daria Kasatkina,R16,Alize Cornet,W,20181017-W-Moscow-R16-Alize_Cornet-Daria_Kasatkina.html,Moscow,2018-10-17
Anastasia Pavlyuchenkova,QF,Daria Kasatkina,W,20181018-W-Moscow-QF-Daria_Kasatkina-Anastasia_Pavlyuchenkova.html,Moscow,2018-10-18
Johanna Konta,SF,Daria Kasatkina,W,20181019-W-Moscow-SF-Daria_Kasatkina-Johanna_Konta.html,Moscow,2018-10-19
Daria Kasatkina,F,Ons Jabeur,W,20181020-W-Moscow-F-Ons_Jabeur-Daria_Kasatkina.html,Moscow,2018-10-20
Qiang Wang,RR,Daria Kasatkina,W,20181029-W-Zhuhai-RR-Daria_Kasatkina-Qiang_Wang.html,Zhuhai,2018-10-29
Kimberly Birrell,R32,Daria Kasatkina,W,20181231-W-Brisbane-R32-Daria_Kasatkina-Kimberly_Birrell.html,Brisbane,2018-12-31
Daria Kasatkina,QF,Vera Zvonareva,W,20190201-W-St_Petersburg-QF-Vera_Zvonareva-Daria_Kasatkina.html,St Petersburg,2019-02-01
Daria Kasatkina,R32,Bianca Andreescu,W,20190807-W-Toronto-R32-Bianca_Andreescu-Daria_Kasatkina.html,Toronto,2019-08-07
Daria Kasatkina,QF,Caroline Wozniacki,W,20191004-W-Beijing-QF-Caroline_Wozniacki-Daria_Kasatkina.html,Beijing,2019-10-04
Daria Kasatkina,R16,Victoria Azarenka,W,20200918-W-Rome-R16-Victoria_Azarenka-Daria_Kasatkina.html,Rome,2020-09-18
Ons Jabeur,F,Daria Kasatkina,W,20210620-W-Birmingham-F-Daria_Kasatkina-Ons_Jabeur.html,Birmingham,2021-06-20
Daria Kasatkina,F,Danielle Collins,W,20210808-W-San_Jose-F-Danielle_Collins-Daria_Kasatkina.html,San Jose,2021-08-08
Daria Kasatkina,RR,Jil Teichmann,W,20211106-W-BJK_Cup_Finals-RR-Jil_Teichmann-Daria_Kasatkina.html,BJK Cup Finals,2021-11-06
Daria Kasatkina,QF,Garbine Muguruza,W,20220113-W-Sydney-QF-Garbine_Muguruza-Daria_Kasatkina.html,Sydney,2022-01-13
Daria Kasatkina,R16,Sara Sorribes Tormo,W,20220503-W-Madrid-R16-Sara_Sorribes_Tormo-Daria_Kasatkina.html,Madrid,2022-05-03
Ons Jabeur,SF,Daria Kasatkina,W,20220514-W-Rome-SF-Daria_Kasatkina-Ons_Jabeur.html,Rome,2022-05-14
Daria Kasatkina,QF,Veronika Kudermetova,W,20220601-W-Roland_Garros-QF-Veronika_Kudermetova-Daria_Kasatkina.html,Roland Garros,2022-06-01
Daria Kasatkina,QF,Bianca Andreescu,W,20220623-W-Bad_Homburg-QF-Bianca_Andreescu-Daria_Kasatkina.html,Bad Homburg,2022-06-23
Daria Kasatkina,F,Shelby Rogers,W,20220807-W-San_Jose-F-Shelby_Rogers-Daria_Kasatkina.html,San Jose,2022-08-07
Bianca Andreescu,R64,Daria Kasatkina,W,20220809-W-Toronto-R64-Daria_Kasatkina-Bianca_Andreescu.html,Toronto,2022-08-09
Daria Saville,F,Daria Kasatkina,W,20220827-W-Granby-F-Daria_Kasatkina-Daria_Saville.html,Granby,2022-08-27
Daria Kasatkina,RR,Caroline Garcia,W,20221105-W-Fort_Worth_Finals-RR-Caroline_Garcia-Daria_Kasatkina.html,Fort Worth Finals,2022-11-05
Daria Kasatkina,R128,Varvara Gracheva,W,20230118-W-Australian_Open-R128-Varvara_Gracheva-Daria_Kasatkina.html,Australian Open,2023-01-18
Daria Kasatkina,R32,Varvara Gracheva,W,20230313-W-Indian_Wells-R32-Varvara_Gracheva-Daria_Kasatkina.html,Indian Wells,2023-03-13
Daria Kasatkina,SF,Ons Jabeur,W,20230408-W-Charleston-SF-Ons_Jabeur-Daria_Kasatkina.html,Charleston,2023-04-08
Daria Kasatkina,R128,Jule Niemeier,W,20230528-W-Roland_Garros-R128-Jule_Niemeier-Daria_Kasatkina.html,Roland Garros,2023-05-28
Daria Kasatkina,R32,Elina Avanesyan,W,20230620-W-Berlin-R32-Elina_Avanesyan-Daria_Kasatkina.html,Berlin,2023-06-20
Daria Kasatkina,SF,Beatriz Haddad Maia,W,20240210-W-Abu_Dhabi-SF-Beatriz_Haddad_Maia-Daria_Kasatkina.html,Abu Dhabi,2024-02-10
Daria Kasatkina,R16,Yue Yuan,W,20240313-W-Indian_Wells-R16-Yue_Yuan-Daria_Kasatkina.html,Indian Wells,2024-03-13
Daria Kasatkina,R32,Ashlyn Krueger,W,20240403-W-Charleston-R32-Ashlyn_Krueger-Daria_Kasatkina.html,Charleston,2024-04-03
Daria Kasatkina,F,Danielle Collins,W,20240407-W-Charleston-F-Danielle_Collins-Daria_Kasatkina.html,Charleston,2024-04-07
Daria Kasatkina,R32,Taylor Townsend,W,20240815-W-Cincinnati-R32-Taylor_Townsend-Daria_Kasatkina.html,Cincinnati,2024-08-15
Beatriz Haddad Maia,F,Daria Kasatkina,W,20240922-W-Seoul-F-Daria_Kasatkina-Beatriz_Haddad_Maia.html,Seoul,2024-09-22
Daria Kasatkina,R32,Olivia Gadecki,W,20250106-W-Adelaide-R32-Olivia_Gadecki-Daria_Kasatkina.html,Adelaide,2025-01-06
Daria Kasatkina,R16,Emerson Jones,W,20250108-W-Adelaide-R16-Emerson_Jones-Daria_Kasatkina.html,Adelaide,2025-01-08
Daria Kasatkina,R128,Viktoriya Tomova,W,20250113-W-Australian_Open-R128-Viktoriya_Tomova-Daria_Kasatkina.html,Australian Open,2025-01-13
